Sample	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal
1855	-0.398146712	0.87395628	-0.386706107	0.522353673	-0.434876571	-1.959112813	-0.496816833	-0.808834822	0.886230682	-8.78E-02	-0.011913918	0.760253311	-5.59E-02	-1.396395058	0.226919983	-6.45E-02	-2.088456229	-2.3154599	-0.483262055	-1.493629778	0.782619474	0.325766334	-1.86037771	-3.532671714	0.712029165	0.486160067	-0.106912469	1.301006022	1.578426817	0.773549246	0.920724633	-0.600877022	-0.76833764	0.639420604	0.490565708	-0.210513356	1.619449086	-6.32E-02	-0.651050175	0.56983928	0.365932257	0.324945367	1.317755765	0.118618296	1.359921167	0.34437108	0.973743449	0.938489066	-0.584569923	-0.355499408	0.589862913	0.736101112	0.105116057	0.919511661	-0.192802374	-0.628563013	1.055445279	-0.118823468	0.207063376	0.592908767	-0.218557903	-1.044471905
1856	-1.155087405	0.423762603	-0.509647659	-1.086158662	-0.832176832	-1.860182814	-0.573587783	-0.1144149	-0.444788958	1.234604762	1.146181232	-0.250953703	-0.504098788	-1.1497371	-0.725029091	-1.029252212	-1.706803797	-4.48E-02	-2.795778412	0.223207987	8.06E-02	0.405554474	-0.203154082	-0.362070349	-0.556977589	-0.57594676	0.357480308	0.116076032	1.19724496	1.543631871	0.424424616	0.19360647	0.189534355	0.503937699	-0.154472342	0.501555366	0.856602078	0.285019682	0.125057164	8.21E-02	-1.387917984	4.83E-02	1.962549224	1.502558655	2.072609018	1.224920898	2.083774132	1.785731965	0.452347741	-7.74E-02	9.62E-02	-0.502139881	-1.546084203	-0.447619264	-0.523885015	0.695407475	-0.990097622	-1.320169007	0.358569138	1.379055631	-8.14E-02	-4.03E-02
1857	0.192860135	1.389551303	-0.455079608	0.345055957	-1.405924003	-2.717773707	-6.95E-02	-0.196879443	0.369327977	-0.124523204	-1.470035235	0.487992203	0.181845952	0.379180566	0.805462321	1.869622506	-1.560151402	-1.32341978	-0.628117635	-1.389193201	0.70413206	0.891259905	-1.125691721	-3.597114505	0.569294942	0.122464062	8.03E-02	1.191598218	0.737059214	0.860985197	0.950944208	-1.21350315	-0.80935784	-5.71E-02	0.358844093	-0.261023225	0.296207286	-0.451410049	0.240613373	0.374239762	0.138497068	0.253389107	1.179478793	0.574458917	1.61763378	0.541474449	0.706016462	0.630555154	-1.289151068	0.429595306	-0.922177541	1.05830326	0.216771074	0.953108547	-0.312916815	-1.105830638	0.598422113	-5.69E-02	0.856090761	0.459287937	-0.349239694	-0.71994723
1858	-0.767884975	-0.412429784	-1.01199168	-0.312213445	-0.746157041	-0.82730462	-0.294373584	0.402505614	5.37E-02	0.550455665	0.958180905	0.734968619	8.46E-02	-0.421858017	0.486542337	-0.655539468	-0.649600891	-1.180210732	-0.551227121	-0.167832651	-0.977978064	0.556490845	-0.048278266	-2.985164807	0.718738716	-0.64402169	-1.761877719	-0.5889979	-0.169590529	0.450933165	0.663440468	-0.527768971	-0.246135461	5.34E-02	-1.065497719	-0.175674212	-0.804639675	-0.319506344	3.41E-02	0.317855713	-0.99070131	1.216530842	1.013537065	1.210154574	2.086987079	2.518956706	1.806962724	0.934907868	-0.8283138	1.173899684	-1.830545789	1.044170581	-0.225928104	1.241141931	1.10607027	0.227320796	0.755540469	-1.979946415	-0.111804617	0.2201078	0.529965393	1.128800519
1859	-0.231374078	0.194095144	-0.475463842	-0.69648006	-0.234358349	-1.497653064	0.218206783	-0.545845486	-0.125743888	-0.565373032	1.733183808	0.712027698	0.379992792	-0.452038233	2.80E-02	-1.820610358	-1.010793756	-0.63391627	-0.72286173	-0.632094347	0.285101989	0.419948402	-3.117524695	-3.261205973	0.356188293	-0.217694712	-0.377183798	0.699542862	1.546814627	1.053867739	1.33754688	0.739456437	7.59E-02	0.965964205	1.94E-02	-0.578051196	0.600854138	-1.093227874	-1.365862603	0.381398563	-1.116873778	0.781921293	1.289445952	1.648688167	1.464211716	1.568244889	0.943428072	0.218318758	0.228120846	0.108001304	2.37E-02	0.268706512	-4.02E-02	0.608096281	0.455692057	0.786441831	-0.506711265	-1.400713242	-0.207644754	0.243313586	0.36371418	0.179921033
1860	-0.238830112	-0.821570544	-1.949408338	-0.280709834	0.264508688	-0.372672139	-0.800320637	0.2377316	0.76048737	-0.218104761	1.523138065	0.278721185	-0.270431666	-1.090761989	0.312326276	-1.682057945	-1.08287755	-0.916403275	-0.457058322	0.589925839	-1.048972993	0.40682212	-2.85E-02	-2.976420643	0.644335987	-0.606731905	-0.359259893	0.71976016	-0.164468201	0.332882494	0.511450239	0.351379147	-0.468436863	1.114300786	-4.56E-02	0.444648777	-1.026084658	0.511925185	0.298576683	-0.272553022	-0.63447142	0.842914258	1.077695269	1.434862334	1.658342147	1.790071889	1.90057004	1.210457353	-1.065109776	0.979893047	0.433240793	2.260495051	-1.087143686	0.967802662	-0.222661056	-0.395520812	0.421320325	-1.999886375	-0.376270512	-1.002488861	-0.273109059	-0.045756704
1861	-0.95008097	0.705218825	-1.450213797	-2.041683961	-0.721964222	-0.704788405	-0.621636188	-0.31103832	-1.009358929	0.937881156	0.742447288	-0.434930305	2.53E-02	-1.052461526	-0.417825505	-0.325990116	-1.299660299	-0.621824508	-1.416833019	-0.256107142	-0.145474609	0.993983201	0.885934863	-0.947302387	-0.3901437	-0.2584488	0.17462053	-0.06165977	1.19418763	1.217017798	-0.564651504	0.176644918	-1.062698226	-0.289521845	-0.812169608	0.296213842	0.704932853	-0.19243175	0.393125846	0.165093448	-1.351389278	0.604900791	1.48667702	1.277427133	2.436071207	1.32719624	2.814575918	1.955040529	0.563527749	0.382172884	-1.249152582	-0.365936148	-1.207191084	-0.340084768	8.00E-03	0.56515027	-0.465562116	-1.425520865	0.957429745	1.40864255	5.89E-02	0.307489658
1862	0.590048876	0.777468669	-0.929718825	-0.117855114	0.320324649	-0.795275259	1.141832208	2.21479852	0.88310069	-5.90E-02	-0.487540485	0.176160685	-1.339333205	-0.322576324	0.704736865	1.14E-02	-1.63689732	-1.559920921	-0.363051707	-0.507639643	0.152448692	0.10348158	-1.269293041	-2.32694064	-1.220695289	-0.631537002	-0.948616857	0.594906422	1.271704324	0.713038993	0.719447239	-0.528527481	-1.14642113	4.61E-02	0.104159117	-0.551279087	1.206143516	1.276100863	0.81079271	-0.343937941	-0.730128891	-5.84E-02	1.287836003	1.505219004	1.046069714	1.72469244	1.824631138	0.776738384	-0.652024172	-0.912419406	-1.363088117	-0.505263797	0.258563537	0.915207003	-0.864800455	-0.73389546	-0.266832633	-1.902117526	1.599276026	2.36E-02	0.563338294	-0.26827059
1863	0.239998622	0.910234555	-0.914683172	0.564041539	-0.409254618	-0.734926023	-0.751261656	-0.677380509	0.917040412	0.466164434	-0.110916431	0.777044336	-0.436893113	-0.658976595	0.209120107	-2.312053197	-1.702697733	-1.475157667	-0.319027677	-1.073644294	5.74E-02	0.529184188	-1.868794094	-2.488287276	-2.799705641	-6.39E-02	-0.163296962	0.529937942	0.481317076	5.88E-02	0.664096248	-2.516633312	-1.299804901	0.20304551	-3.59E-02	-0.591581775	0.427371473	-0.543431336	1.260988714	0.536014889	0.429335008	0.743714815	1.229000893	0.390768837	1.492528838	0.668005095	0.711222258	1.227091256	0.874334807	0.984943197	0.379312754	1.009254017	0.164040792	0.863018929	0.3773406	0.656074537	0.581145595	-0.138652315	0.384773901	0.941650065	0.207866718	0.93965258
1864	-0.188499605	-0.195834586	0.66223549	6.48E-02	-0.26102065	-1.257421945	0.300046901	2.540774665	1.037917295	-1.077056982	-4.58E-02	0.285877053	-8.70E-02	-1.013435672	-9.12E-02	-0.295743741	-1.440806645	-1.240549626	-0.380508344	-0.869039488	-0.336205797	0.169329663	-1.208683986	-1.930379729	0.979297507	-0.367533016	-0.360789193	1.42362127	1.668081268	1.220159878	1.13688818	-0.555486999	-0.395025021	1.185332322	-0.306445673	-0.522083369	1.894418715	-0.635112107	-0.668387378	-2.091246284	-0.699739025	0.106835699	1.478174864	1.259414218	1.062478833	0.721237715	0.721237715	0.329616828	-0.685588583	-1.482668868	0.214248315	1.199185067	0.405308227	1.227619247	-0.889881133	-1.353725409	1.672779298	-0.830662881	-0.279876429	0.046834728	-0.270260603	-0.700094721
1865	0.3843871	-0.42487271	-0.772959363	-0.439340041	-5.08E-02	-0.246846933	-1.2756244	0.453380532	0.590553038	-9.87E-03	0.622398852	4.23E-02	0.230217131	-0.668325597	0.276497842	-1.412598069	-0.797097062	-1.175342324	-0.280837836	0.411329981	-0.905579852	7.15E-02	-1.106966139	-3.114547786	0.133398008	-1.369669603	-0.957809269	-5.20E-02	-0.618967384	-0.350953385	1.903900018	-0.507835491	-0.897134368	0.60612375	-0.866115509	-0.23102584	-0.6979422	-0.946497372	6.66E-02	0.323499984	-1.376150989	1.204479674	1.444768955	1.658344714	1.730426193	1.320596556	1.79133551	0.93080543	-0.109322018	1.583465994	-1.88E-02	1.036160902	-0.277994449	1.204533445	1.219904378	1.032273809	0.764339226	-1.84302839	-7.64E-02	0.357219801	-0.494666376	0.97919996
1866	-0.977268677	0.882720848	0.109957925	1.048844744	-1.597106802	-1.635376428	0.596231513	0.23332056	1.011555727	-0.236147493	-0.28985946	0.337913608	0.686639045	0.816284431	1.112883286	0.813596726	-1.510046204	-2.598682407	-1.016135849	-0.2727696	-0.603883537	-0.100753635	-2.776468489	-2.142543416	-0.271915792	-5.41E-02	-0.334423777	0.886873282	1.58731414	0.577757709	0.493320097	-1.004780544	-0.925079513	0.749693933	-0.874154012	-0.857644305	1.023770017	-1.087408645	-3.95E-02	0.195084373	-0.660741035	0.909239858	1.636891339	-0.642298894	1.712179004	-0.89179817	-0.149345817	1.641138165	-0.433610135	0.599159335	4.89E-02	0.321606994	0.774320613	0.777420973	1.95E-02	-9.12E-02	0.737383371	-0.234741248	0.7561701	1.110496686	0.204229992	-0.102549574
1867	0.377897082	-0.652983995	-2.400497853	-1.558796668	-0.783162889	-1.132358575	-0.543124723	-5.90E-02	0.716606134	-0.361635246	0.786100518	0.25558733	-6.33E-02	-1.438867304	-0.520725198	-1.688978437	-0.715905859	-2.048755362	-0.457710133	-2.468292852	0.722960262	0.170179678	-0.221749373	-2.403720004	0.690680468	-0.510827262	-0.399517386	0.905723433	0.801563512	1.249215963	1.117105958	-6.82E-02	0.131745885	1.199017407	0.888042041	0.895216387	0.288949285	1.079256434	-0.112784166	0.952723341	-0.790657491	0.304539349	0.324334588	1.13019529	1.071124852	2.08989395	1.114752888	0.11089101	-6.13E-02	0.564134008	0.561464419	1.59578839	0.219821688	0.314854132	-1.52E-03	-0.732240008	0.128822077	-0.757857721	0.497395729	-1.196490496	0.855402489	3.90E-02
1868	0.695058659	0.782666067	0.824494362	0.770303986	0.139864292	4.51E-02	0.455877743	0.734452263	0.473465535	0.739825932	1.572344633	1.092742779	0.953896364	0.353319574	0.606950513	-0.391239197	0.279282706	0.382616431	0.507255956	0.547634147	0.828607512	1.334798157	-0.297193744	-1.049748509	0.661985215	0.293602771	0.151922971	0.527654131	1.423463653	0.874484485	1.218339531	-0.604929322	-0.458024362	0.882658935	0.548997576	-0.859445684	0.85067506	-1.162171805	-2.508011458	-1.721562442	-1.66885578	-8.55E-02	0.68411908	-3.92E-02	1.109575358	1.6597085	0.584571316	-0.679005964	-0.856070477	-0.314243456	-0.969438371	-0.295237619	-1.800541795	-0.670660209	-0.934697558	-0.955756163	-1.779292284	-0.44492573	-2.546387821	0.084830155	-1.193725962	-1.391295659
1869	-0.443311639	0.769634615	-1.481746311	-0.191906718	-0.531828782	-1.347767318	9.87E-02	-0.332075941	-2.693390295	-1.71E-02	1.626071508	1.07025439	-0.707395646	-2.133784315	-0.381583326	-1.015034659	-2.133982563	-1.181100406	-0.886790848	-1.079250153	-0.213278333	0.33130562	-2.563467061	-2.225254359	0.203557054	6.17E-02	0.15426938	0.706982654	0.558083387	1.129587743	0.167298277	0.685794056	0.422549323	9.85E-02	0.235227593	-0.16654991	-6.81E-02	-7.31E-02	-0.14838621	0.677278304	1.75E-02	0.885111439	1.731520313	1.584672113	1.402951563	1.513361167	0.417561745	0.759566807	0.69826915	0.198521692	0.521140597	1.219438138	-5.35E-02	-9.05E-02	0.124640189	2.08E-02	-0.509167528	0.226313018	0.437514455	0.95102909	0.534051968	0.428604927
1870	0.243000566	0.163909353	-0.267576313	0.375888106	0.423539117	-1.170219034	0.417352902	-1.231451672	0.800721131	-0.449744843	-0.208385857	0.469501397	1.462997397	-0.263380385	0.195326869	-0.477671338	-0.933146517	-1.88398113	-0.223994473	-2.476522216	0.462315472	0.314380434	-1.98946671	-1.785109688	-1.40E-02	0.536369844	0.315156788	1.08419691	1.319053028	1.292350727	0.978456118	-1.270485444	-0.453153194	0.791108458	0.557511581	0.256250414	0.64134822	0.41704862	-1.996456606	6.21E-02	0.520708066	-2.969196259	0.750030624	0.915522807	1.011278696	1.223246887	1.100089438	0.452508824	-0.523245729	0.518512657	0.336134058	0.149262963	0.634373429	0.672393472	-0.983275897	-1.229602217	1.327168413	0.781810295	0.611161697	-0.56474125	-0.256534181	-0.96270846
1871	-0.311370905	-0.183133125	-4.867580281	-1.098220095	-0.7588366	2.00E-02	-0.964055743	0.250698518	-0.596093953	0.577013083	0.526597225	0.26626985	-0.26953221	-4.00E-02	0.456539139	-5.17E-02	-0.436150621	0.213909512	0.166348453	0.325148496	-0.826960258	0.14514302	-1.175091998	-1.277772654	0.383720445	-0.623010584	-0.520608358	-0.190724671	-0.373121937	0.502567981	-3.14E-02	0.85551215	-0.134163202	2.01E-02	0.013580328	0.233346904	-0.583398643	-0.32200714	0.585657056	-0.534483211	-0.453852944	1.111332065	1.566350157	1.014973219	1.574659934	1.471599408	1.202713703	0.762342835	-0.151889476	0.421627092	1.009266747	2.055192927	0.802168447	1.029031723	-0.827217666	0.558051624	-1.620526827	-1.388995688	0.118248036	0.197539264	-0.783300959	0.95804015
1872	0.387803799	0.553661148	-1.071962184	-0.778787351	-0.87890406	-1.661929166	0.844267743	-6.88E-02	0.164037716	-0.154080819	1.310838223	0.214212145	0.111488617	-0.401857207	0.342408058	-1.175588732	-0.267816396	-0.868148932	3.45E-03	-0.93826746	0.878159281	0.882028418	-0.78923982	-2.871356729	0.557715461	-6.04E-02	-0.258691522	0.68228098	1.121968551	1.063151242	1.312228652	0.442830114	-0.311441132	0.744620986	0.275064632	-0.781178442	-1.246769793	-1.192689344	-1.766061135	0.304964855	-1.212201523	0.947334046	-0.158052177	1.570871763	1.416751983	1.590402647	1.412241905	-0.432980651	0.094473775	0.261401557	0.155442684	1.085090948	0.179432693	0.504357962	0.385905923	0.296287696	-3.393239677	-0.537835905	-0.428216764	0.570388985	0.44012833	0.598798847
1873	-0.353691768	1.551892973	-1.94183662	2.459623653	-1.385901018	-7.21E-02	-0.289890753	-0.412566176	-0.696249628	8.62E-02	1.189612902	1.678163529	-1.437665886	-0.124159787	-0.688514054	-2.969862212	-0.995009343	0.737224815	-1.158138852	0.210908606	-0.28263737	0.809912923	-0.830589279	-1.006397911	-0.222106923	-0.379622255	-0.557463986	0.200832596	0.840182772	0.185022158	0.824088491	0.132600951	-0.507503372	1.59E-02	-0.190251866	-0.791070799	-0.204984618	-0.612769695	-0.535879724	0.438983289	-1.182351522	0.77087557	2.13590354	1.27514729	1.432228083	1.188630082	0.286453636	1.497517091	0.636419929	0.301460821	-1.117801468	-6.67E-02	-0.360863691	0.340269922	1.66E-02	0.500299988	-1.537248577	-0.478875068	-0.126019972	1.34086623	-0.280581343	0.713428538
1874	-0.778846483	1.169387781	-0.815759899	0.279894877	-1.350347072	-1.601950132	-0.590931166	-0.901409854	0.955791118	-0.619118152	-1.740761319	1.233649804	-1.60E-02	-0.278162601	-0.409037155	-0.489938241	-2.670799452	-1.244171885	-0.940090121	-1.20802701	-0.288639139	0.72501186	-2.177685948	-2.224874181	-0.359676825	-0.357791945	0.504824017	0.235745497	1.116490619	0.870543796	1.191701184	-0.838580535	-0.753331165	0.6190125	0.221800577	1.07E-02	0.899612082	-0.667435427	0.994021559	0.571983204	0.571526298	0.641979548	1.698541215	0.355776515	1.833318703	6.84E-02	0.648084651	1.67175184	0.433465055	0.700780677	0.290593728	0.479496672	-0.102405517	1.458479176	-0.114185416	0.321363725	0.715012281	-0.353625173	-1.063185496	1.09277016	-0.125558031	0.500803513
1875	2.88E-02	0.907326843	-0.828963847	-2.366260487	-0.565392609	-1.484412098	-0.265167574	-1.437625415	0.324536003	9.63E-02	1.938567324	1.481202349	-0.628813957	-0.902926783	-0.116740745	-1.321945068	-0.783356109	-1.53697214	-0.781757168	-0.776838215	0.592906186	0.133772572	-1.234575582	-3.451771865	-2.37E-02	0.117129574	-9.65E-02	1.216431078	0.883987516	1.264330904	-0.013829756	1.92E-02	-0.183636346	0.130997277	-0.419850233	-0.356282861	0.194516531	-0.327996675	-0.541939664	0.533744519	-1.098802657	0.677404724	1.973062921	1.479374429	1.443348029	1.55914746	0.778314219	0.75135873	0.766615091	0.60611951	0.428065576	1.178618154	-0.323456907	-0.542785874	8.63E-02	-0.036620871	-0.137304002	-0.264283216	-8.02E-02	0.758205066	0.398863669	0.182187891
1876	0.11962463	0.500344388	1.673235158	1.432008343	-0.245284284	-0.404568232	0.567118331	0.409581536	-2.798702556	-0.934594633	-2.224713859	-0.111918262	1.079710007	1.00791943	1.763762442	0.873889143	-1.78965667	-1.053289774	0.18489006	-0.81382526	0.53599424	-0.125044136	-1.016277969	-1.30883922	0.632141806	-0.457331811	-0.184811273	1.136176339	0.572771852	0.640573629	0.678468926	-1.254536617	-1.097807484	1.166312835	-0.843206372	-0.606693467	0.640696493	-1.22454839	0.316241496	0.292886587	0.183238564	0.176129226	0.859210744	0.413905418	1.173703066	0.593709318	0.603411072	0.641514768	5.60E-02	0.311466913	-0.161701569	1.237555805	7.96E-02	0.549223742	-0.674653114	-2.918529644	-0.768871769	-0.73482277	0.975194618	-0.462275952	0.400123988	-0.261805028
1877	-0.272823909	0.618669983	-2.749163396	0.495197252	-1.071033151	-1.423398809	0.255256356	-0.296179877	-0.30293455	-0.672104476	1.39057466	4.17E-02	-0.145627198	-1.155225031	0.465675299	-1.427789082	-0.90549154	-0.391190167	-0.622779057	-0.040123294	0.508722244	0.895017269	-1.84788647	-1.444485576	-0.177113831	0.246439412	-6.94E-02	0.304809291	0.55642468	1.187425966	0.283787366	-0.396905321	-0.541399632	0.14528293	0.316755491	-0.459925628	0.446212479	-0.454002738	-0.482366329	0.383225108	-1.644175176	1.442791549	1.711661964	2.038763673	1.941713902	2.22629968	0.720777943	0.873091707	0.962322627	0.949631173	-1.007758852	0.615497777	-0.416730489	2.76E-02	0.153741708	0.607129278	-1.854737897	-0.588489753	-0.873557986	0.896407106	-0.627058304	0.653262772
1878	0.263585851	0.635674885	4.07E-02	-3.02E-02	0.349592657	-0.596167015	-0.349349831	0.618151256	-6.50E-02	1.029681694	1.693597904	0.398159356	0.193203597	-0.235032388	0.757217323	-1.565354767	-1.204087956	-0.971860732	-2.61400503	2.89E-02	0.879181704	1.718929217	-0.874461669	-1.492742939	0.399392862	-0.957468857	-0.275205349	-0.153930429	1.43257438	0.94082287	0.736795451	-0.264951641	-0.588026636	-8.36E-03	-0.957175808	-0.685574786	1.490659908	-0.639755138	-0.299098816	-0.258929296	-1.951751093	0.557080159	1.350942573	0.707072073	1.426656254	0.688030974	1.584284964	1.220896479	0.441509878	0.246625223	0.357452156	0.522248152	-4.05E-02	0.785861769	0.36884586	-3.09E-02	-2.779997323	-1.503125251	-0.667918611	0.309874992	-1.128839372	-0.984368023
1879	-0.133324238	1.152750479	-1.456654876	-0.742996376	-0.944671384	-1.029314553	-0.532631236	-0.439695965	0.411740276	-0.406528682	1.786598073	1.427014203	-0.5341638	-0.727908472	-0.628871051	-2.657733626	-0.630851441	-0.93427092	-0.61755442	-1.213785728	0.571061674	0.312928941	-1.434480741	-3.265340403	0.004003514	-0.102506379	-0.150697205	0.44008218	1.454104962	1.260430607	0.51248947	0.294612049	0.144767227	-9.80E-02	0.500185707	-0.109895744	-0.281474786	-0.238129933	-0.511733469	0.408356975	-0.79589657	0.242958972	2.067265478	1.905359636	1.054344002	1.872046754	0.840365732	0.846962303	0.319831358	0.321202654	-0.228186702	0.931274892	-1.072311	-0.195507377	-0.46524378	6.55E-02	-0.496242826	-0.244366683	1.186195587	0.4760066	7.23E-02	0.438215506
1880	-0.186798811	0.879388431	-0.128765909	-0.154683019	-0.398589094	-1.690268004	-0.313036886	-1.040634456	1.355919794	-0.915287171	-0.860771381	0.733108426	0.414026153	-0.840461444	0.186352878	-0.614823218	-2.479005753	-2.344461301	-0.590132223	-1.114900677	0.22611225	0.351472487	-3.543754107	-2.676121624	0.437376565	9.52E-02	4.43E-02	0.760857671	1.178501137	-8.96E-02	1.715924144	-0.177790832	-0.915220328	0.998313889	-1.06E-02	-0.362225615	0.130343616	-3.84E-02	5.37E-02	0.829583504	0.80249118	0.317571893	0.990145181	0.524832298	0.775546348	0.463015513	0.129385844	1.006400624	-0.158494137	0.293636554	0.334952401	0.269316663	0.824176264	1.188445069	0.807836902	0.474431202	0.784281198	-0.150680963	0.762651135	0.878797307	-0.670121077	0.447234417
1881	-6.58E-02	0.126585213	-3.248422789	-0.520275289	-1.077416449	-0.439940702	-0.729866358	-0.651110774	1.467590441	-0.604622915	0.107381861	-0.129327006	0.411579806	-0.132925126	0.924328489	0.818260036	-0.307840987	0.144734282	-0.153445597	3.71E-02	0.474017853	-0.169636363	-0.819005072	-1.425431585	0.561081877	-1.053296263	-0.58290179	0.115567194	3.98E-03	0.5458805	-0.132668999	-1.858938652	0.216414386	1.179898749	-0.331079412	0.832260756	-0.598818848	0.671118809	-9.50E-04	0.510894531	-0.643175655	0.927623134	1.490701836	2.207412451	0.864948694	2.036319022	1.889835938	0.146421254	-0.836116745	0.113810597	-0.374981467	1.62884653	0.26929829	1.044936142	-1.329047433	0.431304919	-1.941209668	-1.091791787	0.700016274	-0.487100536	-1.52681358	0.363850116
1882	-0.618074437	-0.353635652	-3.393323497	-1.108636632	-0.376672088	-0.552138659	-0.764592757	-0.941390066	0.921445657	0.40974451	1.25342833	0.281720016	0.118625245	-0.767665749	0.506362791	-1.944982334	-1.997037696	-1.138240667	0.118165639	-0.366819942	-0.169299006	-0.418630707	-1.745387132	-2.176506936	0.562177248	-0.838033729	-0.78997588	8.51E-02	0.136925412	-8.96E-02	0.118485384	0.439175355	-0.329609819	0.840593404	-0.332430346	0.284576178	9.04E-02	0.161666785	-0.132583792	6.83E-02	-0.372841939	0.922498151	1.814565309	1.732229634	1.079670474	1.790580649	1.968992918	1.152309485	-2.34E-02	0.747155443	0.419334847	1.375895634	8.92E-02	0.889784766	0.26699201	0.762690965	0.205122326	-0.832209917	0.56731954	0.111079431	-9.01E-02	0.371365343
1883	-1.004973192	-2.32E-02	-0.290739147	0.228798288	-0.204984636	-0.691805717	-0.407879541	-1.033049299	-1.15612746	0.642526298	1.537165583	-0.793446947	0.563071491	8.33E-02	0.285411182	-1.455086669	-3.552032976	-1.815101857	-1.443891985	-0.121496401	-0.663870653	0.221051517	-0.996822239	-2.357194913	-1.090272345	-0.655624898	8.82E-02	0.101675084	1.686514494	0.560642518	1.07409257	0.316103318	-0.272591996	0.225250697	-0.535767218	1.99E-02	1.121667121	-0.869742346	-4.66E-02	0.806112655	-0.499115126	-0.257366918	1.529136995	0.981925114	1.410323976	1.6172929	1.876057932	0.806465895	5.53E-02	-0.089465112	1.019250732	0.92120844	-0.243706873	0.537752045	0.982043411	0.049085475	-0.214496975	9.72E-03	0.745582652	0.47796892	0.416870701	-0.210979683
1884	-0.765682481	0.864038189	-0.952719162	-0.784404025	-0.360959267	-0.022098274	-0.858061276	-0.175132102	-0.991313359	1.487929723	-1.90E-02	0.460375685	-0.820366055	-0.259844086	-0.585845398	-0.451374211	-2.283832233	8.85E-02	-0.937894885	0.71123454	-0.17081149	1.29390648	-1.699522361	-1.202719447	9.10E-02	-1.203510301	-0.26232471	7.62E-02	0.90305308	0.155292358	-0.032166083	-0.714816402	-0.216098578	-0.853034512	-0.657626021	-0.790374336	-0.757743366	-0.525302388	1.295118304	-0.709727375	-1.32957029	0.393730006	2.211340431	1.231883001	1.961879516	1.007857865	1.148463006	2.23742536	1.103405886	0.569498282	0.729829987	0.623471251	0.505669536	1.288049171	-1.385327609	0.518363889	-1.104460853	-1.185736523	-0.469522576	1.622930683	0.222831276	0.735635621
1885	5.23E-02	9.36E-03	-1.216255103	-1.50770378	-0.289214927	-1.078653976	-0.626265266	-0.352292427	0.842212728	-0.476255663	1.138433421	-0.594100437	-8.74E-02	-0.469405888	8.80E-02	-0.923685492	-1.508815225	-2.042431494	0.067669618	-0.357857058	-0.140266816	-6.41E-02	-0.763035028	-2.976892342	0.281067197	-0.571687033	-0.84404243	0.970227	0.24816262	0.512472674	-0.247765491	-0.290459477	-4.96E-02	1.05666516	0.258644632	1.155259598	-0.424764093	0.746530451	-5.59E-02	8.12E-02	-0.569923915	0.865497026	0.872808726	1.583971363	0.840030016	1.979343893	2.308056881	-0.450521137	-1.095586899	0.681380703	9.20E-02	2.163606166	-0.655428321	0.670875094	2.007862287	0.205727262	-0.823953137	-1.269655887	0.834269139	-0.440087352	0.942895662	-0.292446292
1886	-0.882926682	-0.564369648	-1.178105965	-0.724443104	0.842898991	-0.497210632	0.484573283	-0.25514109	0.547210823	0.213772961	0.510815396	0.462003039	0.148748036	-0.738008436	0.518939754	-2.040640291	-1.354469264	-2.008473331	0.533024178	0.137847798	-1.003660241	1.963280396	-1.048000803	-1.76326942	0.936374689	-0.331894105	-0.144251662	-0.861383233	0.544203647	1.350112681	1.135263049	0.297163087	9.20E-02	1.277001641	-1.144137715	1.276785047	0.782274371	0.321539471	-0.772967027	0.26929797	-0.387734467	0.633949158	-0.789714455	2.242509707	-0.010409853	1.542099859	1.88068168	-0.124434058	-0.952396466	-2.199380108	-1.371240319	1.643145891	0.179141572	0.268110904	0.309847121	0.542684795	9.86E-02	-0.754174216	0.166129847	-0.817180197	0.473296834	9.47E-02
1887	1.52E-03	-0.231302251	-2.131489284	-0.76545154	-0.274009223	-1.38804766	-0.350435885	-0.692852786	-0.937765657	5.17E-02	1.329747879	-0.291705937	1.064606882	-0.533097742	2.66E-02	-1.277603235	-0.931804374	-1.830741866	-0.619642898	-0.278653845	0.562791405	0.600607149	-1.194986445	-2.594103309	3.82E-02	0.787194148	0.915457659	0.94853288	1.875043062	1.530560157	0.866398407	0.984930999	3.86E-02	0.890897173	0.016567573	1.112539537	0.591185476	0.969369269	-0.454531343	0.706203556	-1.600643911	-0.19737673	0.875018937	1.531582213	1.553726185	1.915476873	1.265362657	0.868609049	-0.384011989	2.18E-02	-0.421200469	0.520838559	-0.62966796	-0.535669349	0.112999877	-0.432111387	-1.731060902	-0.831318887	0.131887595	-0.150788386	-0.318058561	-0.696458049
